,Lost Data,Number of Iterations,Reward
1288,276.4281113,1289,-133.3306393
1289,278.6918009,1290,-134.85959
1290,252.515959,1291,-125.5427428
1291,294.5039531,1292,-140.4204197
1292,287.1999024,1293,-137.7618546
1293,285.9710102,1294,-135.3366715
1294,282.857345,1295,-136.1814934
1295,334.1786237,1296,-152.5313812
1296,287.9099561,1297,-137.784041
1297,323.0181552,1298,-149.9861786
1298,260.5780381,1299,-129.6977843
1299,285.2000976,1300,-136.4392387
1300,235.972572,1301,-120.8368082
1301,334.043387,1302,-150.3289214
1302,298.8071254,1303,-141.736857
1303,281.2107857,1304,-135.4372182
1304,312.3083943,1305,-145.2464422
1305,318.4527086,1306,-147.4052416
1306,322.1081503,1307,-148.0680039
1307,294.2384578,1308,-140.3967008
1308,272.7355783,1309,-132.5168765
1309,306.6193753,1310,-143.7385261
1310,286.5993167,1311,-137.3032211
1311,288.2385554,1312,-137.9884431
1312,324.5174231,1313,-150.0217082
1313,252.8617374,1314,-125.2049683
1314,330.1542704,1315,-150.4902099
1315,298.3677892,1316,-140.634817
1316,307.6365056,1317,-143.9809078
1317,295.6758419,1318,-140.7586237
1318,322.1328941,1319,-149.3016691
1319,335.3949732,1320,-154.0489117
1320,330.3922401,1321,-150.7427916
1321,241.5567106,1322,-121.3479161
1322,299.4002928,1323,-140.6983797
1323,276.1208394,1324,-134.4871352
1324,290.6276232,1325,-138.1397755
1325,299.9183992,1326,-141.2152855
1326,269.4120059,1327,-131.1945242
1327,286.3804783,1328,-136.9516545
1328,313.0880429,1329,-144.6105222
1329,330.3237189,1330,-150.9313421
1330,330.0674475,1331,-152.2919863
1331,290.8222548,1332,-139.1456418
1332,265.4125427,1333,-129.8941532
1333,266.0365056,1334,-129.5236798
1334,315.0839922,1335,-147.4581942
1335,295.5977062,1336,-140.4672426
1336,284.8282577,1337,-137.5315959
1337,351.5125427,1338,-158.3612396
1338,282.8404588,1339,-134.7869888
1339,308.9609078,1340,-145.3379014
1340,313.7267448,1341,-145.9394534
1341,288.6114202,1342,-137.9294388
1342,283.7069302,1343,-136.4376281
1343,284.5996096,1344,-136.9059736
1344,274.7514885,1345,-132.8925427
1345,291.1854563,1346,-138.0639824
1346,296.7937042,1347,-140.2228502
1347,300.4980478,1348,-141.5920937
1348,325.9234749,1349,-149.9218546
1349,286.6373353,1350,-135.8506393
1350,322.4632016,1351,-148.0833773
1351,282.2746706,1352,-134.6675549
1352,315.3243533,1353,-146.7749341
1353,282.3881894,1354,-134.6827038
1354,316.2012201,1355,-146.7689214
1355,301.0353343,1356,-140.7738214
1356,362.0421669,1357,-160.9820693
1357,301.64041,1358,-141.2154612
1358,273.6227916,1359,-133.3432113
1359,286.6392875,1360,-136.5685993
1360,304.2082967,1361,-141.38
1361,308.2979502,1362,-144.3279649
1362,316.5053197,1363,-148.3102782
1363,278.9260615,1364,-135.3015129
1364,279.3582235,1365,-133.5219619
1365,298.4145925,1366,-141.5268912
1366,259.697511,1367,-128.4795412
1367,328.8185456,1368,-150.7267838
1368,276.3881894,1369,-134.3956857
1369,275.157101,1370,-132.3205271
1370,241.0287945,1371,-121.175061
1371,322.5696437,1372,-148.0503075
1372,280.4177648,1373,-135.4501708
1373,318.5841386,1374,-146.9663543
1374,277.1837482,1375,-133.1975598
1375,306.0131284,1376,-143.3735286
1376,271.0734993,1377,-130.0209078
1377,323.1753538,1378,-149.3155295
1378,250.2599317,1379,-123.9421864
1379,304.8595412,1380,-142.8462079
1380,227.7584675,1381,-117.114612
1381,291.8586628,1382,-138.3376574
1382,300.6637384,1383,-141.1459248
1383,280.8430454,1384,-136.6285798
1384,237.2745242,1385,-121.5589068
1385,312.6239629,1386,-145.9165935
1386,237.3510005,1387,-121.0919375
1387,280.9831625,1388,-133.5882382
1388,285.0494388,1389,-135.9953734
1389,295.9562714,1390,-140.4730405
1390,300.783553,1391,-141.3505124
1391,277.1084431,1392,-133.6198536
1392,252.5224988,1393,-125.0853782
1393,323.8259151,1394,-148.6609175
1394,269.2809663,1395,-131.4363982
1395,232.0293314,1396,-119.4054368
1396,255.2902391,1397,-127.1331772
1397,285.3706686,1398,-136.9879453
1398,298.3572962,1399,-141.3846462
1399,296.3196193,1400,-139.8711859
1400,301.0454368,1401,-141.1953831
1401,320.141142,1402,-147.0911079
1402,283.1844802,1403,-133.6852123
1403,262.2623719,1404,-127.9896242
1404,285.4983407,1405,-136.90041
1405,293.3740361,1406,-139.5970522
